PARTICLE_ID,R,G,B,X,Y,Z,VX,VY,VZ,M,RAD,REST,TEMP,COMPLEXITY,COMPLEXITY_SIZE,COMPLEXITY_N
0,1,1,1,130.14,21.1804,0,5.90204,-750.7,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
1,1,1,1,42.725,188.568,0,842.84,-313.625,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
2,1,1,1,-139.248,-50.5325,0,-352.662,596.24,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
3,1,1,1,-131.554,172.951,0,764.757,557.771,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
4,1,1,1,56.3584,-135.028,0,-775.138,-381.792,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
5,1,1,1,65.0752,184.681,0,823.407,-425.376,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
6,1,1,1,-55.2054,-118.932,0,-694.658,176.027,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
7,1,1,1,-28.1474,43.0868,0,115.434,40.7372,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
8,1,1,1,81.3697,85.5917,0,327.958,-506.848,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
9,1,1,1,28.9876,85.0858,0,325.429,-244.938,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
10,1,1,1,113.173,10.3816,0,-48.0919,-665.867,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
11,1,1,1,-9.98382,29.2978,0,46.4891,-50.0809,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
12,1,1,1,102.751,26.8803,0,34.4014,-613.756,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
13,1,1,1,-168.172,-9.87314,0,-149.366,740.861,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
14,1,1,1,-145.056,-72.9932,0,-464.966,625.278,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
15,1,1,1,61.8104,160.815,0,704.075,-409.052,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
16,1,1,1,-133.052,56.1142,0,180.571,565.258,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
17,1,1,1,126.002,74.6871,0,273.435,-730.012,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
18,1,1,1,17.2367,-155.265,0,-876.323,-186.183,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
19,1,1,1,-129.043,6.30617,0,-68.4692,545.217,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
20,1,1,1,101.29,-99.816,0,-599.08,-606.448,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
21,1,1,1,165.089,-32.6392,0,-263.196,-925.444,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
22,1,1,1,-93.1605,1.53196,0,-92.3402,365.803,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
23,1,1,1,-114.281,42.8976,0,114.488,471.403,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
24,1,1,1,39.3523,-49.7234,0,-348.617,-296.761,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
25,1,1,1,14.0325,-160.521,0,-902.606,-170.162,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
26,1,1,1,179.929,15.9741,0,-20.1297,-999.645,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
27,1,1,1,-115.781,-60.7685,0,-403.843,478.904,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
28,1,1,1,-31.0893,128.482,0,542.408,55.4465,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
29,1,1,1,-3.46346,-6.00536,0,-130.027,-82.6827,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
30,1,1,1,-63.2739,62.8056,0,214.028,216.37,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
31,1,1,1,-40.9404,-22.5453,0,-212.727,104.702,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
32,1,1,1,171.415,30.5816,0,52.9082,-957.074,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
33,1,1,1,-36.9192,123.1,0,515.5,84.5959,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
34,1,1,1,-161.549,-67.242,0,-436.21,707.746,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
35,1,1,1,69.1712,-125.287,0,-726.433,-445.856,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
36,1,1,1,-110.228,28.5638,0,42.8192,451.138,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
37,1,1,1,-25.3862,-116.782,0,-683.911,26.9309,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
38,1,1,1,-208.091,70.8712,0,254.356,940.457,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
39,1,1,1,-22.2995,-45.7716,0,-328.858,11.4973,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
40,1,1,1,-120.862,-52.3624,0,-361.812,504.309,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
41,1,1,1,-34.6801,-135.381,0,-776.903,73.4007,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
42,1,1,1,-127.995,-32.8265,0,-264.132,539.975,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
43,1,1,1,35.0225,97.3092,0,386.546,-275.112,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
44,1,1,1,-179.753,101.204,0,406.022,798.766,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
45,1,1,1,-217.848,-1.34655,0,-106.733,989.241,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
46,1,1,1,-18.8559,-97.5633,0,-587.817,-5.72051,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
47,1,1,1,59.024,161.589,0,707.946,-395.12,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
48,1,1,1,-70.3488,22.5655,0,12.8275,251.744,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
49,1,1,1,-64.1158,-115.078,0,-675.39,220.579,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
50,1,1,1,97.0217,175.85,0,779.25,-585.109,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
51,1,1,1,99.829,167.803,0,739.015,-599.145,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
52,1,1,1,-58.6635,-83.0877,0,-515.439,193.318,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
53,1,1,1,-67.5074,43.6236,0,118.118,237.537,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
54,1,1,1,141.686,-14.4247,0,-172.124,-808.431,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
55,1,1,1,87.0047,173.754,0,768.768,-535.024,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
56,1,1,1,46.4212,-117.369,0,-686.844,-332.106,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
57,1,1,1,10.3861,98.6917,0,393.458,-151.93,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
58,1,1,1,36.4975,-105.772,0,-628.86,-282.488,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
59,1,1,1,59.3933,137.701,0,588.506,-396.967,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
60,1,1,1,-34.3613,-106.56,0,-632.799,71.8063,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
61,1,1,1,-47.8717,168.233,0,741.163,139.359,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
62,1,1,1,-91.8114,-138.358,0,-791.789,359.057,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
63,1,1,1,-44.205,-115.742,0,-678.711,121.025,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
64,1,1,1,66.8285,104.695,0,423.473,-434.142,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
65,1,1,1,-0.991865,-12.2884,0,-161.442,-95.0407,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
66,1,1,1,-181.918,2.62431,0,-86.8785,809.59,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
67,1,1,1,-77.8791,48.9335,0,144.668,289.396,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
68,1,1,1,162.334,-40.0818,0,-300.409,-911.668,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
69,1,1,1,-131.987,-16.0345,0,-180.172,559.934,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
70,1,1,1,-140.544,41.6439,0,108.22,602.718,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
71,1,1,1,44.4347,-72.3207,0,-461.604,-322.173,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
72,1,1,1,-120.344,48.4026,0,142.013,501.719,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
73,1,1,1,88.5179,8.34424,0,-58.2788,-542.589,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
74,1,1,1,-30.2246,-130.288,0,-751.442,51.1231,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
75,1,1,1,38.0897,184.554,0,822.772,-290.449,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
76,1,1,1,47.2048,-86.7228,0,-533.614,-336.024,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
77,1,1,1,-208.694,18.9326,0,-5.33701,943.47,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
78,1,1,1,176.499,54.2522,0,171.261,-982.496,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
79,1,1,1,-60.3536,0.203216,0,-98.9839,201.768,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
80,1,1,1,-106.405,2.76941,0,-86.153,432.024,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
81,1,1,1,67.3814,-112.041,0,-660.205,-436.907,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
82,1,1,1,-68.7889,-54.3889,0,-371.944,243.944,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
83,1,1,1,18.4347,-38.7859,0,-293.93,-192.174,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
84,1,1,1,112.894,129.838,0,549.188,-664.469,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
85,1,1,1,-96.0073,198.509,0,892.547,380.037,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
86,1,1,1,-46.0693,133.017,0,565.087,130.346,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
87,1,1,1,88.9347,152.124,0,660.618,-544.674,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
88,1,1,1,65.3183,-125.054,0,-725.271,-426.591,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
89,1,1,1,-159.713,-81.8273,0,-509.136,698.567,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
90,1,1,1,-21.3009,96.0085,0,380.043,6.50468,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
91,1,1,1,29.3964,20.502,0,2.51015,-246.982,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
92,1,1,1,43.9063,-153.266,0,-866.329,-319.531,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
93,1,1,1,-3.32798,85.9258,0,329.629,-83.3601,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
94,1,1,1,-42.5545,12.1654,0,-39.1728,112.772,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
95,1,1,1,81.8257,108.386,0,441.928,-509.128,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
96,1,1,1,-17.689,-145.652,0,-828.26,-11.555,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
97,1,1,1,-72.351,5.34441,0,-73.2779,261.755,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
98,1,1,1,-102.865,54.8005,0,174.003,414.324,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
99,1,1,1,-55.7279,-81.6742,0,-508.371,178.639,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
100,1,1,1,-108.893,57.3523,0,186.761,444.465,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
101,1,1,1,-148.833,-48.5952,0,-342.976,644.163,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
102,1,1,1,-75.2782,-37.8964,0,-289.482,276.391,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
103,1,1,1,-216.203,14.901,0,-25.4951,981.016,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
104,1,1,1,-84.2846,-161.272,0,-906.361,321.423,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
105,1,1,1,22.7095,127.767,0,538.837,-213.547,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
106,1,1,1,66.8171,199.638,0,898.191,-434.085,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
107,1,1,1,-212.701,72.7925,0,263.963,963.504,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
108,1,1,1,109.375,110.934,0,454.671,-646.874,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
109,1,1,1,89.7234,93.9585,0,369.793,-548.617,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
110,1,1,1,20.0027,1.63967,0,-91.8017,-200.013,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
111,1,1,1,64.9468,-46.2173,0,-331.087,-424.734,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
112,1,1,1,4.92923,193.612,0,868.061,-124.646,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
113,1,1,1,-96.1068,67.8185,0,239.093,380.534,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
114,1,1,1,-127.781,-92.0226,0,-560.113,538.904,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
115,1,1,1,-150.316,60.8871,0,204.435,651.582,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
116,1,1,1,-150.175,-71.8886,0,-459.443,650.873,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
117,1,1,1,91.4084,-124.013,0,-720.066,-557.042,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
118,1,1,1,-140.245,-99.9057,0,-599.529,601.227,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
119,1,1,1,-132.19,-29.1799,0,-245.899,560.952,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
120,1,1,1,48.9529,177.359,0,786.794,-344.765,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
121,1,1,1,-198.97,-44.6005,0,-323.003,894.85,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
122,1,1,1,-16.1047,106.847,0,434.236,-19.4765,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
123,1,1,1,-152.255,-82.2206,0,-511.103,661.273,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
124,1,1,1,-122.18,-40.0937,0,-300.468,510.899,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
125,1,1,1,-76.6704,21.9731,0,9.86556,283.352,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
126,1,1,1,-29.0933,-136.203,0,-781.013,45.4666,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
127,1,1,1,-140.932,-94.1072,0,-570.536,604.658,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
128,1,1,1,5.94569,-52.7417,0,-363.709,-129.728,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
129,1,1,1,-185.444,-65.6601,0,-428.3,827.219,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
130,1,1,1,113.212,-62.7214,0,-413.607,-666.058,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
131,1,1,1,-25.8107,-21.168,0,-205.84,29.0535,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
132,1,1,1,-117.625,-151.845,0,-859.224,488.124,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
133,1,1,1,-79.9364,158.476,0,692.381,299.682,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
134,1,1,1,-48.6606,98.3299,0,391.649,143.303,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
135,1,1,1,124.732,137.535,0,587.674,-723.66,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
136,1,1,1,82.4899,-118.811,0,-694.054,-512.45,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
137,1,1,1,44.3463,114.531,0,472.655,-321.731,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
138,1,1,1,28.6158,46.4681,0,132.34,-243.079,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
139,1,1,1,-134.581,-120.254,0,-701.272,572.904,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
140,1,1,1,-148.566,-17.4316,0,-187.158,642.828,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
141,1,1,1,-111.92,79.1652,0,295.826,459.601,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
142,1,1,1,-158.29,50.401,0,152.005,691.448,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
143,1,1,1,45.2728,113.065,0,465.323,-326.364,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
144,1,1,1,-28.4414,-91.7321,0,-558.66,42.207,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
145,1,1,1,70.7638,-153.565,0,-867.827,-453.819,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
146,1,1,1,99.162,-101.662,0,-608.308,-595.81,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
147,1,1,1,-80.1153,204.787,0,923.933,300.576,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
148,1,1,1,15.7473,56.7642,0,183.821,-178.737,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
149,1,1,1,11.5697,-121.374,0,-706.871,-157.849,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
150,1,1,1,-170.967,-104.313,0,-621.564,754.833,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
151,1,1,1,148.187,102.09,0,410.449,-840.933,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
152,1,1,1,-84.4744,-73.4236,0,-467.118,322.372,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
153,1,1,1,92.4169,106.974,0,434.87,-562.084,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
154,1,1,1,-4.54087,126.643,0,533.214,-77.2956,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
155,1,1,1,110.106,-51.5472,0,-357.736,-650.53,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
156,1,1,1,-55.2568,-37.7789,0,-288.894,176.284,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
157,1,1,1,-143.012,25.7715,0,28.8574,615.06,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
158,1,1,1,-198.106,23.5694,0,17.847,890.528,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
159,1,1,1,-143.462,12.8067,0,-35.9664,617.311,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
160,1,1,1,-75.2715,-115.023,0,-675.113,276.357,0,7.5e+13,0.75,0.2,0,CIRCLE,200,1
