PARTICLE_ID,R,G,B,X,Y,Z,VX,VY,VZ,M,RAD,REST,TEMP,COMPLEXITY,COMPLEXITY_SIZE,COMPLEXITY_N
0,1,1,1,-1.37218,39.143,0,95.7149,-93.1391,0,1.875e+15,0.75,0.2,0,CIRCLE,40,1
1,1,1,1,-44.1513,12.5697,0,-37.1513,120.757,0,1.875e+15,0.75,0.2,0,CIRCLE,40,1
2,1,1,1,-4.4644,6.59831,0,-67.0084,-77.678,0,1.875e+15,0.75,0.2,0,CIRCLE,40,1
3,1,1,1,-12.6196,55.0685,0,175.342,-36.9019,0,1.875e+15,0.75,0.2,0,CIRCLE,40,1
4,1,1,1,-4.88493,33.049,0,65.2452,-75.5753,0,1.875e+15,0.75,0.2,0,CIRCLE,40,1
5,1,1,1,-25.3798,30.6304,0,53.1519,26.8992,0,1.875e+15,0.75,0.2,0,CIRCLE,40,1
6,1,1,1,9.94072,21.6436,0,8.21821,-149.704,0,1.875e+15,0.75,0.2,0,CIRCLE,40,1
7,1,1,1,-49.087,-4.24314,0,-121.216,145.435,0,1.875e+15,0.75,0.2,0,CIRCLE,40,1
8,1,1,1,-54.1151,2.09532,0,-89.5234,170.576,0,1.875e+15,0.75,0.2,0,CIRCLE,40,1
9,1,1,1,-7.12647,47.0466,0,135.233,-64.3676,0,1.875e+15,0.75,0.2,0,CIRCLE,40,1
10,1,1,1,-39.3594,42.5357,0,112.678,96.797,0,1.875e+15,0.75,0.2,0,CIRCLE,40,1
11,1,1,1,-43.4834,38.3093,0,91.5463,117.417,0,1.875e+15,0.75,0.2,0,CIRCLE,40,1
12,1,1,1,-18.0892,-2.20019,0,-111.001,-9.55376,0,1.875e+15,0.75,0.2,0,CIRCLE,40,1
13,1,1,1,4.50582,7.68792,0,-61.5604,-122.529,0,1.875e+15,0.75,0.2,0,CIRCLE,40,1
14,1,1,1,-33.4998,-15.1111,0,-175.555,67.4992,0,1.875e+15,0.75,0.2,0,CIRCLE,40,1
